PAC,Gene,Description,Family,Number of Interactions,Rank of Druggabilty,Druggability Percentile,Rank Druggability for Other Therapeutic Areas,Druggability for Other Therapeutic Areas Percentile,Rank Druggability for Cancer,Druggability for Cancer Percentile,Rank Cancer-Associated,Cancer-Associated Percentile,Is this gene a drug target?,Is this gene a target of other therapeutics?,Is this gene a target of cancer therapeutics?,Is this gene associated with cancer?,Is this gene in the CGC?,Maximum Druggability percentile
Q14524,SCN5A,Sodium channel protein type 5 subunit alpha, sodium channel (TC 1.A.1.1) family. Nav1.5/SCN5A subfamily.,21,657,95%,328,98%,1201,91%,3360,75%,1,1,0,0,0,0.98
Q14525,KRT33B,"Keratin, type I cuticular Ha3-II", intermediate filament family.,6,11032,17%,10998,18%,9201,31%,7851,41%,0,0,0,0,0,0.31
Q14526,HIC1,"Hypermethylated in cancer 1 protein, Hic-1", krueppel C2H2-type zinc-finger protein family. Hic subfamily.,14,4126,69%,7159,46%,1742,87%,1175,91%,0,0,0,0,0,0.87
Q14527,HLTF,Helicase-like transcription factor, SNF2/RAD54 helicase family. RAD16 subfamily.,14,5646,58%,7929,41%,4135,69%,2528,81%,0,0,0,0,0,0.69
Q14533,KRT81,"Keratin, type II cuticular Hb1", intermediate filament family.,8,8599,36%,11612,13%,9660,28%,7774,42%,0,0,0,0,0,0.36
Q14534,SQLE,Squalene monooxygenase, squalene monooxygenase family.,3,4471,66%,4083,69%,8493,36%,10432,22%,0,0,0,0,0,0.69
Q14541,HNF4G,Hepatocyte nuclear factor 4-gamma,nuclear hormone receptor family,12,5677,57%,7926,41%,3900,71%,1327,90%,0,0,0,0,0,0.71
Q14542,SLC29A2,Equilibrative nucleoside transporter 2,SLC29A/ENT transporter (TC 2.A.57) family,1,8856,34%,5295,60%,10647,20%,9553,28%,0,0,0,0,0,0.60
Q14554,PDIA5,Protein disulfide-isomerase A5, protein disulfide isomerase family.,4,11190,16%,11818,11%,9679,27%,7804,42%,0,0,0,0,0,0.27
Q14558,PRPSAP1,"Phosphoribosyl pyrophosphate synthase-associated protein 1, PRPP synthase-associated protein 1", ribose-phosphate pyrophosphokinase family.,6,1017,92%,2565,81%,3638,73%,5628,58%,0,0,0,0,0,0.92
Q14562,DHX8,ATP-dependent RNA helicase DHX8,DEAD box helicase family,14,7585,43%,8085,39%,4283,68%,4923,63%,0,0,0,0,0,0.68
Q14563,SEMA3A,Semaphorin-3A, semaphorin family.,2,3978,70%,3281,75%,10433,22%,12115,9%,0,0,0,0,0,0.75
Q14565,DMC1,Meiotic recombination protein DMC1/LIM15 homolog, RecA family. DMC1 subfamily.,13,6099,54%,8958,33%,3716,72%,2813,79%,0,0,0,0,0,0.72
Q14566,MCM6,DNA replication licensing factor MCM6, MCM family.,34,5353,60%,7431,44%,2013,85%,1284,90%,0,0,0,0,0,0.85
Q14568,HSP90AA2,Putative heat shock protein HSP 90-alpha A2,heat shock protein 90 family,1,10937,18%,12612,5%,9359,30%,4999,63%,0,0,0,0,0,0.30
Q14571,ITPR2,"Inositol 1,4,5-trisphosphate receptor type 2", InsP3 receptor family.,4,5625,58%,1041,92%,7542,43%,9569,28%,0,0,0,0,0,0.92
Q14573,ITPR3,"Inositol 1,4,5-trisphosphate receptor type 3", InsP3 receptor family.,13,4821,64%,838,94%,5036,62%,5368,60%,0,0,0,0,0,0.94
Q14574,DSC3,Desmocollin-3,,5,1978,85%,1738,87%,4634,65%,5697,57%,0,0,0,0,0,0.87
Q14576,ELAVL3,ELAV-like protein 3, RRM elav family.,9,3228,76%,2891,78%,3602,73%,4770,64%,0,0,0,0,0,0.78
Q14582,MXD4,"Max dimerization protein 4, Max dimerizer 4",,7,8418,37%,10230,23%,8410,37%,6400,52%,0,0,0,0,0,0.37
Q14584,ZNF266,Zinc finger protein 266, krueppel C2H2-type zinc-finger protein family.,9,9160,31%,10134,24%,5083,62%,5759,57%,0,0,0,0,0,0.62
Q14586,ZNF267,Zinc finger protein 267, krueppel C2H2-type zinc-finger protein family.,3,1686,87%,1592,88%,6490,51%,10639,20%,0,0,0,0,0,0.88
Q14588,ZNF234,Zinc finger protein 234, krueppel C2H2-type zinc-finger protein family.,1,5386,60%,3144,76%,6951,48%,10232,23%,0,0,0,0,0,0.76
Q14590,ZNF235,Zinc finger protein 235, krueppel C2H2-type zinc-finger protein family.,4,8804,34%,11477,14%,10178,24%,8977,33%,0,0,0,0,0,0.34
Q14592,ZNF460,Zinc finger protein 460,krueppel C2H2-type zinc-finger protein family,3,12122,9%,12004,10%,11334,15%,10599,21%,0,0,0,0,0,0.15
Q14593,ZNF273,Zinc finger protein 273,krueppel C2H2-type zinc-finger protein family,2,11228,16%,7767,42%,4687,65%,13025,2%,0,0,0,0,0,0.65
Q14596,NBR1,Next to BRCA1 gene 1 protein,,18,6424,52%,2515,81%,3146,76%,3018,77%,0,0,0,0,0,0.81
Q14623,IHH,"Indian hedgehog protein, IHH", hedgehog family.,6,6405,52%,1819,86%,1827,86%,1452,89%,0,0,0,0,0,0.86
Q14624,ITIH4,"Inter-alpha-trypsin inhibitor heavy chain H4, ITI heavy chain H4, ITI-HC4, Inter-alpha-inhibitor heavy chain 4", ITIH family.,4,5038,62%,2101,84%,6924,48%,6669,50%,0,0,0,0,0,0.84
Q14626,IL11RA,"Interleukin-11 receptor subunit alpha, IL-11 receptor subunit alpha, IL-11R subunit alpha, IL-11R-alpha, IL-11RA", type I cytokine receptor family. Type 3 subfamily.,1,9183,31%,9152,31%,412,97%,12980,3%,1,0,1,1,0,0.97
Q14627,IL13RA2,"Interleukin-13 receptor subunit alpha-2, IL-13 receptor subunit alpha-2, IL-13R subunit alpha-2, IL-13R-alpha-2, IL-13RA2", type I cytokine receptor family. Type 5 subfamily.,2,2831,79%,1495,89%,7443,44%,11334,15%,0,0,0,0,0,0.89
Q14642,INPP5A,"Type I inositol 1,4,5-trisphosphate 5-phosphatase, 5PTase"," inositol 1,4,5-trisphosphate 5-phosphatase type I family.",2,3786,72%,2864,79%,7328,45%,8238,38%,0,0,0,0,0,0.79
Q14643,ITPR1,"Inositol 1,4,5-trisphosphate receptor type 1", InsP3 receptor family.,27,1319,90%,985,93%,2210,83%,2332,83%,0,0,0,0,0,0.93
Q14644,RASA3,Ras GTPase-activating protein 3,,5,2400,82%,4170,69%,1727,87%,5115,62%,0,0,0,0,0,0.87
Q14653,IRF3,"Interferon regulatory factor 3, IRF-3", IRF family.,37,2806,79%,4833,64%,747,94%,1042,92%,0,0,0,0,0,0.94
Q14654,KCNJ11,ATP-sensitive inward rectifier potassium channel 11, inward rectifier-type potassium channel (TC 1.A.2.1) family. KCNJ11 subfamily.,10,494,96%,461,97%,4576,66%,4643,65%,1,1,0,0,0,0.97
Q14657,LAGE3,L antigen family member 3, CTAG family.,2,11367,15%,12699,5%,12771,4%,11795,12%,0,0,0,0,0,0.15
Q14667,KIAA0100,UPF0378 protein KIAA0100,UPF0378 family,1,12467,7%,12655,5%,12329,8%,11674,13%,0,0,0,0,0,0.08
Q14669,TRIP12,Probable E3 ubiquitin-protein ligase TRIP12, UPL family. K-HECT subfamily.,17,5794,57%,5920,56%,3213,76%,833,94%,0,0,0,0,0,0.76
Q14671,PUM1,"Pumilio homolog 1, HsPUM, Pumilio-1",,5,9325,30%,7069,47%,9869,26%,7162,46%,0,0,0,0,0,0.47
Q14674,ESPL1,Separin, peptidase C5 family.,14,9395,30%,7671,43%,3529,74%,2506,81%,0,0,0,0,0,0.74
Q14676,MDC1,Mediator of DNA damage checkpoint protein 1,,53,2420,82%,7037,47%,433,97%,344,97%,0,0,0,0,0,0.97
Q14677,CLINT1,Clathrin interactor 1, epsin family.,19,5310,60%,5331,60%,3234,76%,2444,82%,0,0,0,0,0,0.76
Q14678,KANK1,KN motif and ankyrin repeat domain-containing protein 1,,9,1831,86%,1407,89%,2669,80%,3537,73%,0,0,0,0,0,0.89
Q14680,MELK,"Maternal embryonic leucine zipper kinase, hMELK", protein kinase superfamily. CAMK Ser/Thr protein kinase family. SNF1 subfamily.,11,1110,92%,1680,87%,2916,78%,3315,75%,0,0,0,0,0,0.92
Q14683,SMC1A,"Structural maintenance of chromosomes protein 1A, SMC protein 1A, SMC-1-alpha, SMC-1A", SMC family. SMC1 subfamily.,24,5647,58%,7681,42%,1699,87%,1125,92%,0,0,0,0,0,0.87
Q14684,RRP1B,Ribosomal RNA processing protein 1 homolog B, RRP1 family.,7,6961,48%,9751,27%,6635,50%,5743,57%,0,0,0,0,0,0.50
Q14686,NCOA6,Nuclear receptor coactivator 6,,63,818,94%,5931,56%,237,98%,151,99%,0,0,0,0,0,0.98
Q14687,GSE1,Genetic suppressor element 1,,16,8519,36%,7554,43%,4243,68%,3439,74%,0,0,0,0,0,0.68
Q14689,DIP2A,"Disco-interacting protein 2 homolog A, DIP2 homolog A", DIP2 family.,21,11071,17%,8496,36%,6589,51%,4644,65%,0,0,0,0,0,0.51
Q14690,PDCD11,Protein RRP5 homolog,,4,7154,46%,8114,39%,6202,54%,3415,74%,0,0,0,0,0,0.54
Q14691,GINS1,DNA replication complex GINS protein PSF1,GINS1/PSF1 family,3,6462,52%,4406,67%,11724,12%,8748,34%,0,0,0,0,0,0.67
Q14692,BMS1,Ribosome biogenesis protein BMS1 homolog, BMS1/TSR1 family. BMS1 subfamily.,3,6607,50%,9389,30%,2363,82%,2228,83%,0,0,0,0,0,0.82
Q14693,LPIN1,Phosphatidate phosphatase LPIN1, lipin family.,1,10688,20%,12177,9%,11948,10%,9996,25%,0,0,0,0,0,0.20
Q14694,USP10,Ubiquitin carboxyl-terminal hydrolase 10,peptidase C19 family,11,4557,66%,8629,35%,1868,86%,1488,89%,0,0,0,0,0,0.86
Q14695,KIAA0087,Uncharacterized protein KIAA0087,,2,11183,16%,11559,13%,9366,30%,8505,36%,0,0,0,0,0,0.30
Q14696,MESDC2,LDLR chaperone MESD, MESD family.,9,8995,33%,11054,17%,5961,55%,4626,65%,0,0,0,0,0,0.55
Q14697,GANAB,Neutral alpha-glucosidase AB, glycosyl hydrolase 31 family.,7,1929,86%,2127,84%,4126,69%,5163,61%,0,0,0,0,0,0.86
Q14703,MBTPS1,Membrane-bound transcription factor site-1 protease, peptidase S8 family.,11,4317,68%,9363,30%,4717,65%,4311,68%,0,0,0,0,0,0.68
Q14714,SSPN,Sarcospan,,1,11577,13%,4670,65%,12902,3%,13336,0%,0,0,0,0,0,0.65
Q14721,KCNB1,Potassium voltage-gated channel subfamily B member 1,potassium channel family,14,614,95%,1116,92%,2800,79%,4109,69%,0,0,0,0,0,0.95
Q14722,KCNAB1,Voltage-gated potassium channel subunit beta-1,shaker potassium channel beta subunit family,8,2293,83%,2612,80%,6174,54%,6489,51%,0,0,0,0,0,0.83
Q14738,PPP2R5D,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform, phosphatase 2A regulatory subunit B56 family.,13,5815,56%,7751,42%,3895,71%,1441,89%,0,0,0,0,0,0.71
Q14739,LBR,Lamin-B receptor, ERG4/ERG24 family.,13,4776,64%,7715,42%,2308,83%,1820,86%,0,0,0,0,0,0.83
Q14746,COG2,"Conserved oligomeric Golgi complex subunit 2, COG complex subunit 2", COG2 family.,3,7994,40%,3689,72%,11777,12%,10979,18%,0,0,0,0,0,0.72
Q14749,GNMT,Glycine N-methyltransferase, class I-like SAM-binding methyltransferase superfamily. Glycine N-methyltransferase family.,17,9222,31%,8696,35%,2432,82%,3512,74%,0,0,0,0,0,0.82
Q14761,PTPRCAP,"Protein tyrosine phosphatase receptor type C-associated protein, PTPRC-associated protein",,2,6619,50%,4244,68%,3503,74%,7657,43%,0,0,0,0,0,0.74
Q14764,MVP,"Major vault protein, MVP",,14,203,98%,155,99%,896,93%,2267,83%,0,0,0,0,0,0.99
Q14765,STAT4,Signal transducer and activator of transcription 4, transcription factor STAT family.,12,1387,90%,6443,52%,631,95%,806,94%,0,0,0,0,0,0.95
Q14766,LTBP1,"Latent-transforming growth factor beta-binding protein 1, LTBP-1", LTBP family.,10,1027,92%,1854,86%,2888,78%,4976,63%,0,0,0,0,0,0.92
Q14767,LTBP2,"Latent-transforming growth factor beta-binding protein 2, LTBP-2", LTBP family.,2,5109,62%,4157,69%,10710,20%,10040,25%,0,0,0,0,0,0.69
Q14773,ICAM4,Intercellular adhesion molecule 4,ICAM family,7,2087,84%,2016,85%,4547,66%,6289,53%,0,0,0,0,0,0.85
Q14774,HLX,H2.0-like homeobox protein,H2.0 homeobox family,3,10399,22%,3054,77%,9213,31%,9623,28%,0,0,0,0,0,0.77
Q14781,CBX2,Chromobox protein homolog 2,,14,3682,72%,2304,83%,4234,68%,4848,64%,0,0,0,0,0,0.83
Q14789,GOLGB1,Golgin subfamily B member 1,,15,4488,66%,6084,54%,9270,31%,4162,69%,0,0,0,0,0,0.66
Q14790,CASP8,"Caspase-8, CASP-8", peptidase C14A family.,111,1038,92%,1150,91%,477,96%,104,99%,0,0,0,1,1,0.96
Q147U1,ZNF846,Zinc finger protein 846,krueppel C2H2-type zinc-finger protein family,1,12566,6%,12679,5%,12106,9%,10852,19%,0,0,0,0,0,0.09
Q14802,FXYD3,FXYD domain-containing ion transport regulator 3, FXYD family.,5,8548,36%,12102,9%,9426,29%,7874,41%,0,0,0,0,0,0.36
Q14807,KIF22,Kinesin-like protein KIF22, kinesin-like protein family.,8,6504,51%,8405,37%,3410,74%,4628,65%,0,0,0,0,0,0.74
Q14814,MEF2D,Myocyte-specific enhancer factor 2D, MEF2 family.,23,3144,76%,2658,80%,1282,90%,1008,92%,0,0,0,0,0,0.90
Q14831,GRM7,Metabotropic glutamate receptor 7,G-protein coupled receptor 3 family,10,1688,87%,1942,85%,4476,66%,5204,61%,0,0,0,0,0,0.87
Q14832,GRM3,Metabotropic glutamate receptor 3,G-protein coupled receptor 3 family,6,1861,86%,493,96%,4446,67%,6143,54%,0,0,0,0,0,0.96
Q14833,GRM4,Metabotropic glutamate receptor 4,G-protein coupled receptor 3 family,4,208,98%,520,96%,3874,71%,5700,57%,0,0,0,0,0,0.98
Q14839,CHD4,"Chromodomain-helicase-DNA-binding protein 4, CHD-4", SNF2/RAD54 helicase family.,20,2753,79%,6434,52%,891,93%,795,94%,0,0,0,0,0,0.93
Q14847,LASP1,"LIM and SH3 domain protein 1, LASP-1",,36,11787,12%,9207,31%,2524,81%,913,93%,0,0,0,1,1,0.81
Q14849,STARD3,StAR-related lipid transfer protein 3,,1,8973,33%,3965,70%,10555,21%,11910,11%,0,0,0,0,0,0.70
Q14872,MTF1,Metal regulatory transcription factor 1,,4,8507,36%,5857,56%,9627,28%,7093,47%,0,0,0,0,0,0.56
Q14894,CRYM,Thiomorpholine-carboxylate dehydrogenase, ornithine cyclodeaminase family.,3,768,94%,561,96%,4871,63%,7234,46%,0,0,0,0,0,0.96
Q14896,MYBPC3,"Myosin-binding protein C, cardiac-type, Cardiac MyBP-C", immunoglobulin superfamily. MyBP family.,8,821,94%,492,96%,2987,78%,4290,68%,0,0,0,0,0,0.96
Q14916,SLC17A1,Sodium-dependent phosphate transport protein 1,Sodium/anion cotransporter family,1,5906,56%,4996,63%,9019,32%,11355,15%,0,0,0,0,0,0.63
Q14919,DRAP1,Dr1-associated corepressor, NC2 alpha/DRAP1 family.,30,6077,54%,10255,23%,2542,81%,2684,80%,0,0,0,0,0,0.81
Q14929,ZNF169,Zinc finger protein 169,krueppel C2H2-type zinc-finger protein family,3,10957,18%,12060,10%,10915,18%,9384,30%,0,0,0,0,0,0.18
Q14934,NFATC4,"Nuclear factor of activated T-cells, cytoplasmic 4, NF-ATc4, NFATc4",,15,3442,74%,6551,51%,1004,92%,1097,92%,0,0,0,0,0,0.92
Q14938,NFIX,Nuclear factor 1 X-type,CTF/NF-I family,7,3858,71%,8238,38%,6165,54%,7078,47%,0,0,0,0,0,0.71
Q14940,SLC9A5,Sodium/hydrogen exchanger 5,monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family,6,6150,54%,1534,89%,5440,59%,6299,53%,0,0,0,0,0,0.89
Q14943,KIR3DS1,Killer cell immunoglobulin-like receptor 3DS1,,2,9837,26%,3548,73%,9822,26%,11644,13%,0,0,0,0,0,0.73
Q14954,KIR2DS1,Killer cell immunoglobulin-like receptor 2DS1,,1,5651,58%,4468,67%,10387,22%,12511,6%,0,0,0,0,0,0.67
Q14956,GPNMB,Transmembrane glycoprotein NMB, PMEL/NMB family.,2,8417,37%,6420,52%,9468,29%,7020,47%,0,0,0,0,0,0.52
Q14957,GRIN2C,Glutamate [NMDA] receptor subunit epsilon-3, glutamate-gated ion channel (TC 1.A.1.1) family. NR2C/GRIN2C subfamily.,6,1667,88%,2165,84%,6590,51%,7678,42%,0,0,0,0,0,0.88
Q14964,RAB39A,Ras-related protein Rab-39A,Rab family,4,12536,6%,11995,10%,9862,26%,9570,28%,0,0,0,0,0,0.26
Q14966,ZNF638,Zinc finger protein 638,,15,10512,21%,8088,39%,5384,60%,3901,71%,0,0,0,0,0,0.60
Q14973,SLC10A1,Sodium/bile acid cotransporter, sodium:bile acid symporter family.,1,9257,31%,9090,32%,12689,5%,12734,5%,0,0,0,0,0,0.32
Q14974,KPNB1,Importin subunit beta-1, importin beta family.,64,4326,68%,8095,39%,1271,90%,470,96%,0,0,0,0,0,0.90
Q14978,NOLC1,Nucleolar and coiled-body phosphoprotein 1,,14,7919,41%,10152,24%,2661,80%,1928,86%,0,0,0,0,0,0.80
Q14980,NUMA1,"Nuclear mitotic apparatus protein 1, NuMA protein",,27,6139,54%,6948,48%,3407,74%,436,97%,0,0,0,1,1,0.74
Q14982,OPCML,Opioid-binding protein/cell adhesion molecule,IgLON family,4,12173,9%,11869,11%,8869,34%,7958,40%,0,0,0,0,0,0.34
Q14990,ODF1,Outer dense fiber protein 1,,8,8070,40%,8702,35%,5644,58%,6760,49%,0,0,0,0,0,0.58
Q14994,NR1I3,Nuclear receptor subfamily 1 group I member 3, nuclear hormone receptor family. NR1 subfamily.,20,5297,60%,8429,37%,2007,85%,718,95%,0,0,0,0,0,0.85
Q14995,NR1D2,Nuclear receptor subfamily 1 group D member 2,nuclear hormone receptor family,19,6406,52%,9616,28%,2289,83%,971,93%,0,0,0,0,0,0.83
Q14997,PSME4,Proteasome activator complex subunit 4,,2,12655,5%,12333,8%,11905,11%,10948,18%,0,0,0,0,0,0.11
Q14999,CUL7,"Cullin-7, CUL-7", cullin family.,11,3930,71%,6356,52%,1936,85%,1697,87%,0,0,0,0,0,0.85
Q149N8,SHPRH,E3 ubiquitin-protein ligase SHPRH, SNF2/RAD54 helicase family.,9,6165,54%,6079,54%,5756,57%,5052,62%,0,0,0,0,0,0.57
Q14BN4,SLMAP,"Sarcolemmal membrane-associated protein, Sarcolemmal-associated protein", SLMAP family.,2,12938,3%,12169,9%,12340,8%,11350,15%,0,0,0,0,0,0.09
Q14C86,GAPVD1,GTPase-activating protein and VPS9 domain-containing protein 1, GAPVD1 family.,3,3922,71%,5020,62%,5871,56%,6371,52%,0,0,0,0,0,0.71
Q14C87,TMEM132D,Transmembrane protein 132D, TMEM132 family.,1,11585,13%,12578,6%,12918,3%,11182,16%,0,0,0,0,0,0.13
Q14CB8,ARHGAP19,Rho GTPase-activating protein 19,,7,4540,66%,7437,44%,4043,70%,5777,57%,0,0,0,0,0,0.70
Q14CM0,FRMPD4,FERM and PDZ domain-containing protein 4,,2,10183,24%,12550,6%,11906,11%,9535,29%,0,0,0,0,0,0.24
Q14CN4,KRT72,"Keratin, type II cytoskeletal 72",intermediate filament family,3,12103,9%,12085,9%,10592,21%,9130,32%,0,0,0,0,0,0.21
Q14CS0,UBXN2B,UBX domain-containing protein 2B,NSFL1C family,9,8267,38%,6154,54%,6054,55%,5149,61%,0,0,0,0,0,0.55
Q14CW9,ATXN7L3,Ataxin-7-like protein 3, SGF11 family.,7,7492,44%,11159,16%,8155,39%,5267,61%,0,0,0,0,0,0.44
Q14CX5,TMEM180,Transmembrane protein 180,,1,13117,2%,13128,2%,13122,2%,13251,1%,0,0,0,0,0,0.02
Q14CX7,NAA25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit", MDM2/NAA25 family.,1,13118,2%,13129,2%,13123,2%,13059,2%,0,0,0,0,0,0.02
Q14CZ0,C16orf72,UPF0472 protein C16orf72,UPF0472 family,1,12335,8%,12894,3%,12741,5%,12725,5%,0,0,0,0,0,0.08
Q14CZ7,FASTKD3,FAST kinase domain-containing protein 3,FAST kinase family,3,12055,10%,11680,12%,12094,9%,12072,10%,0,0,0,0,0,0.12
Q14D04,VEPH1,Ventricular zone-expressed PH domain-containing protein homolog 1, MELT/VEPH family.,4,7631,43%,7880,41%,6766,49%,6655,50%,0,0,0,0,0,0.49
Q14D33,RTP5,Receptor-transporting protein 5,,27,11692,12%,8849,34%,5956,55%,3916,71%,0,0,0,0,0,0.55
Q15003,NCAPH,Condensin complex subunit 2, CND2 (condensin subunit 2) family.,10,5780,57%,8302,38%,4573,66%,2275,83%,0,0,0,0,0,0.66
Q15004,KIAA0101,PCNA-associated factor,,1,10932,18%,12070,10%,11448,14%,9168,31%,0,0,0,0,0,0.18
Q15005,SPCS2,Signal peptidase complex subunit 2, SPCS2 family.,6,6677,50%,3335,75%,4581,66%,7788,42%,0,0,0,0,0,0.75
Q15006,TTC35,"Tetratricopeptide repeat protein 35, TPR repeat protein 35",,4,8954,33%,6704,50%,11047,17%,9555,28%,0,0,0,0,0,0.50
Q15007,WTAP,Pre-mRNA-splicing regulator WTAP, fl(2)d family.,7,8940,33%,8409,37%,7666,43%,6531,51%,0,0,0,0,0,0.43
Q15008,PSMD6,26S proteasome non-ATPase regulatory subunit 6, proteasome subunit S1 family.,7,8177,39%,9196,31%,4936,63%,4010,70%,0,0,0,0,0,0.63
Q15011,HERPUD1,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein,,17,4169,69%,4295,68%,1388,90%,1364,90%,0,0,0,1,1,0.90
Q15012,LAPTM4A,Lysosomal-associated transmembrane protein 4A, LAPTM4/LAPTM5 transporter family.,1,9797,27%,8853,34%,12232,8%,12564,6%,0,0,0,0,0,0.34
Q15013,MAD2L1BP,MAD2L1-binding protein, MAD2L1BP family.,16,6580,51%,7949,40%,3710,72%,3418,74%,0,0,0,0,0,0.72
Q15014,MORF4L2,Mortality factor 4-like protein 2,,30,11333,15%,9693,27%,4480,66%,3203,76%,0,0,0,0,0,0.66
Q15018,FAM175B,BRISC complex subunit Abro1, FAM175 family. Abro1 subfamily.,4,4519,66%,5977,55%,6697,50%,7255,46%,0,0,0,0,0,0.66
Q15019,SEPT2,Septin-2, septin family.,13,4992,63%,2266,83%,5825,56%,566,96%,0,0,0,0,0,0.83
Q15020,SART3,"Squamous cell carcinoma antigen recognized by T-cells 3, SART-3, hSART-3",,13,7538,44%,7566,43%,3353,75%,2751,79%,0,0,0,0,0,0.75
Q15021,NCAPD2,Condensin complex subunit 1, CND1 (condensin subunit 1) family.,6,6515,51%,8542,36%,5862,56%,3934,71%,0,0,0,0,0,0.56
Q15022,SUZ12,Polycomb protein SUZ12, VEFS (VRN2-EMF2-FIS2-SU(Z)12) family.,19,6305,53%,8007,40%,3381,75%,493,96%,0,0,0,1,1,0.75
Q15024,EXOSC7,Exosome complex component RRP42, RNase PH family.,14,12990,3%,10945,18%,9113,32%,4760,64%,0,0,0,0,0,0.32
Q15025,TNIP1,TNFAIP3-interacting protein 1,,61,5289,60%,4758,64%,989,93%,1626,88%,0,0,0,0,0,0.93
Q15027,ACAP1,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1",,4,7249,46%,3659,73%,8110,39%,6693,50%,0,0,0,0,0,0.73
Q15029,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component, GTP-binding elongation factor family. EF-G/EF-2 subfamily.,21,6544,51%,7300,45%,2875,78%,2819,79%,0,0,0,0,0,0.78
Q15031,LARS2,"Probable leucine--tRNA ligase, mitochondrial",class-I aminoacyl-tRNA synthetase family,1,4874,63%,3434,74%,6928,48%,10448,22%,0,0,0,0,0,0.74
Q15032,R3HDM1,R3H domain-containing protein 1,,1,10042,25%,5450,59%,12082,9%,10068,25%,0,0,0,0,0,0.59
Q15034,HERC3,Probable E3 ubiquitin-protein ligase HERC3,,11,5345,60%,5697,57%,3932,71%,3611,73%,0,0,0,0,0,0.71
Q15035,TRAM2,Translocating chain-associated membrane protein 2,TRAM family,4,4891,63%,6333,53%,4881,63%,4080,69%,0,0,0,0,0,0.63
Q15036,SNX17,Sorting nexin-17, sorting nexin family.,10,1250,91%,928,93%,3178,76%,5187,61%,0,0,0,0,0,0.93
Q15038,DAZAP2,DAZ-associated protein 2,,84,9350,30%,4647,65%,1860,86%,2058,85%,0,0,0,0,0,0.86
Q15040,JOSD1,Josephin-1,,19,10288,23%,8379,37%,2136,84%,2412,82%,0,0,0,0,0,0.84
Q15041,ARL6IP1,"ADP-ribosylation factor-like protein 6-interacting protein 1, ARL-6-interacting protein 1, Aip-1", ARL6ip family.,39,9181,31%,4738,64%,5615,58%,3436,74%,0,0,0,0,0,0.64
Q15042,RAB3GAP1,Rab3 GTPase-activating protein catalytic subunit, Rab3-GAP catalytic subunit family.,8,9795,27%,6676,50%,11474,14%,8836,34%,0,0,0,0,0,0.50
Q15046,KARS,Lysine--tRNA ligase, class-II aminoacyl-tRNA synthetase family.,17,1343,90%,3376,75%,2700,80%,2686,80%,0,0,0,0,0,0.90
Q15047,SETDB1,Histone-lysine N-methyltransferase SETDB1, histone-lysine methyltransferase family. Suvar3-9 subfamily.,119,10605,21%,8115,39%,1126,92%,1076,92%,0,0,0,0,0,0.92
Q15049,MLC1,Membrane protein MLC1,,5,5833,56%,8797,34%,6248,53%,6831,49%,0,0,0,0,0,0.56
Q15050,RRS1,Ribosome biogenesis regulatory protein homolog, RRS1 family.,1,10908,18%,11216,16%,12406,7%,11630,13%,0,0,0,0,0,0.18
Q15051,IQCB1,IQ calmodulin-binding motif-containing protein 1,,1,5531,59%,3413,74%,6963,48%,10006,25%,0,0,0,0,0,0.74
Q15052,ARHGEF6,Rho guanine nucleotide exchange factor 6,,22,4975,63%,5777,57%,2086,84%,2300,83%,0,0,0,0,0,0.84
Q15053,KIAA0040,Uncharacterized protein KIAA0040,,2,11836,11%,12409,7%,12301,8%,11560,13%,0,0,0,0,0,0.11
Q15054,POLD3,DNA polymerase delta subunit 3,,7,8795,34%,11111,17%,6033,55%,3081,77%,0,0,0,0,0,0.55
Q15056,EIF4H,"Eukaryotic translation initiation factor 4H, eIF-4H",,3,9365,30%,11701,12%,10453,22%,8701,35%,0,0,0,0,0,0.30
Q15058,KIF14,Kinesin-like protein KIF14, kinesin-like protein family.,2,9830,26%,11880,11%,7184,46%,3335,75%,0,0,0,0,0,0.46
Q15059,BRD3,Bromodomain-containing protein 3,,8,10800,19%,5099,62%,6457,52%,2794,79%,0,0,0,1,1,0.62
Q15067,ACOX1,"Peroxisomal acyl-coenzyme A oxidase 1, AOX", acyl-CoA oxidase family.,7,11690,12%,5198,61%,4921,63%,4729,65%,0,0,0,0,0,0.63
Q15070,OXA1L,Mitochondrial inner membrane protein OXA1L, OXA1/ALB3/YidC family.,7,2603,80%,1357,90%,5833,56%,8960,33%,0,0,0,0,0,0.90
Q15072,ZNF146,Zinc finger protein OZF,krueppel C2H2-type zinc-finger protein family,1,5243,61%,8064,40%,9338,30%,10829,19%,0,0,0,0,0,0.61
Q15075,EEA1,Early endosome antigen 1,,12,3010,77%,4333,68%,4952,63%,5358,60%,0,0,0,0,0,0.77
Q15077,P2RY6,P2Y purinoceptor 6,G-protein coupled receptor 1 family,3,11563,13%,12145,9%,11012,17%,9108,32%,0,0,0,0,0,0.17
